"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 16 09:24:26 GMT 2024","Thu May 16 09:24:29 GMT 2024","2409","tests","test_set","","","","test_search[Elena-]","Test that verifies a user  inputs data in search field and on the search results page a search result block is displayed"
"passed","Thu May 16 09:24:29 GMT 2024","Thu May 16 09:24:32 GMT 2024","2978","tests","test_set","","","","test_navigate_sidebar","Test that verifies a user navigates throw main menu and sidebar and on the search results page a search result block is displayed"
